name,medium,context,description,time,lat,lon,place
Turkish,Signage,Food,Signage; Food,2017-07-23 14:45:47 EEST,51.34549614,12.40684096,GERMANY
Arabic,Signage,Food,Signage; Food,2017-07-23 14:46:27 EEST,51.3454831,12.40693027,GERMANY
Arabic,Signage,Shopping,Signage; Shopping,2017-07-23 14:47:51 EEST,51.34542397,12.40753756,GERMANY
Turkish,Sticker,Politico-social,Sticker; Politico-social,2017-07-23 14:49:07 EEST,51.34538369,12.40730587,GERMANY
Arabic,Signage,Shopping,Signage; Shopping,2017-07-23 14:50:05 EEST,51.34541674,12.40739453,GERMANY
Arabic,Signage,Food,Signage; Food,2017-07-23 14:51:27 EEST,51.34543986,12.40799282,GERMANY
Arabic,Signage,Food,Signage; Food,2017-07-23 14:53:05 EEST,51.34541881,12.40855429,GERMANY
Arabic,Graffiti,Politico-social,Graffiti; Politico-social,2017-07-23 14:53:49 EEST,51.34540557,12.40872533,GERMANY
Russian,Signage,"Service,Culture","Signage; Service,Culture",2017-07-23 14:55:00 EEST,51.34529322,12.40925507,GERMANY
Turkish,Signage,Service,Signage; Service,2017-07-23 14:56:02 EEST,51.34535666,12.40949998,GERMANY
Russian,Signage,Shopping,Signage; Shopping,2017-07-23 14:56:52 EEST,51.34534937,12.40968794,GERMANY
Russian,Signage,Shopping,Signage; Shopping,2017-07-23 14:57:54 EEST,51.34536036,12.40986449,GERMANY
Russian,Sticker,,Sticker; ,2017-07-23 14:58:24 EEST,51.34535265,12.40986572,GERMANY
Arabic,Signage,,Signage; ,2017-07-23 14:59:42 EEST,51.34532413,12.41049103,GERMANY
Arabic,Signage,Food,Signage; Food,2017-07-23 15:00:17 EEST,51.34532707,12.41050054,GERMANY
"Arabic,English,French",Signage,Food,Signage; Food,2017-07-23 15:08:07 EEST,51.34534161,12.41066197,GERMANY
English,Graffiti,Inspirational,Graffiti; Inspirational,2017-07-23 15:21:45 EEST,51.34531254,12.41047299,GERMANY
Arabic,Signage,Service,Signage; Service,2017-07-23 15:27:09 EEST,51.34524814,12.4109153,GERMANY
English,Graffiti,"Culture,Inspirational","Graffiti; Culture,Inspirational",2017-07-23 15:29:24 EEST,51.34523032,12.41219386,GERMANY
"Turkish,Russian",Signage,Service,Signage; Service,2017-07-23 15:31:19 EEST,51.34516865,12.41351332,GERMANY
Arabic,Signage,Service,Signage; Service,2017-07-23 15:31:54 EEST,51.34514473,12.41392418,GERMANY
English,Sticker,Politico-social,Sticker; Politico-social,2017-07-23 15:35:05 EEST,51.3451434,12.41426733,GERMANY
English,Graffiti,Politico-social,Graffiti; Politico-social,2017-07-23 15:35:56 EEST,51.34513862,12.41382351,GERMANY
English,Poster,Culture,Poster; Culture,2017-07-23 15:36:44 EEST,51.34504118,12.41363095,GERMANY
"Arabic,Russian,Vietnamese,Spanish",Signage,Service,Signage; Service,2017-07-23 15:37:52 EEST,51.34517552,12.41319461,GERMANY
Arabic,Signage,Food,Signage; Food,2017-07-23 15:39:32 EEST,51.34519105,12.41303377,GERMANY
English,Sticker,Politico-social,Sticker; Politico-social,2017-07-23 15:40:45 EEST,51.34520198,12.41275919,GERMANY
English,Sticker,Politico-social,Sticker; Politico-social,2017-07-23 15:41:12 EEST,51.3451868,12.41261354,GERMANY
Arabic,Poster,Service,Poster; Service,2017-07-23 15:42:35 EEST,51.34521175,12.41238412,GERMANY
Arabic,Signage,Service,Signage; Service,2017-07-23 15:45:03 EEST,51.34521679,12.41214923,GERMANY
Arabic,Note,Service,Note; Service,2017-07-23 15:45:51 EEST,51.34519526,12.41194156,GERMANY
"Arabic,Turkish",Signage,Shopping,Signage; Shopping,2017-07-23 15:46:48 EEST,51.34523301,12.41202477,GERMANY
English,Poster,Politico-social,Poster; Politico-social,2017-07-23 15:48:08 EEST,51.34528206,12.41143089,GERMANY
Denglish,Signage,Food,Signage; Food,2017-07-23 15:49:54 EEST,51.34531884,12.41033135,GERMANY
English,Graffiti,Politico-social,Graffiti; Politico-social,2017-07-23 15:51:23 EEST,51.34533515,12.41016755,GERMANY
,Poster,Politico-social,Poster; Politico-social,2017-07-23 15:54:31 EEST,51.34551443,12.40891015,GERMANY
English,Sticker,Politico-social,Sticker; Politico-social,2017-07-23 15:55:49 EEST,51.345379,12.40877454,GERMANY
English,Sticker,Politico-social,Sticker; Politico-social,2017-07-23 15:56:10 EEST,51.34534316,12.409576,GERMANY
,Signage,Entertainment,Signage; Entertainment,2017-07-23 15:57:54 EEST,51.34541468,12.40860581,GERMANY
English,Graffiti,Inspirational,Graffiti; Inspirational,2017-07-23 15:59:23 EEST,51.34540572,12.40873474,GERMANY
"Arabic,Turkish,Unknown",Note,,Note; ,2017-07-23 16:01:08 EEST,51.34536252,12.40862986,GERMANY
Turkish,Signage,Food,Signage; Food,2017-07-23 16:07:18 EEST,51.34556924,12.40497753,GERMANY
"Arabic,English,Russian,French,Unknown,Turkish",Signage,Food,Signage; Food,2017-07-23 16:17:26 EEST,51.34598806,12.39792837,GERMANY
Arabic,Note,Food,Note; Food,2017-07-23 16:19:23 EEST,51.34602202,12.39798045,GERMANY
Arabic,Signage,Food,Signage; Food,2017-07-23 16:21:51 EEST,51.34606693,12.39617116,GERMANY
,Sticker,Politico-social,Sticker; Politico-social,2017-07-23 16:37:29 EEST,51.34103368,12.38627161,GERMANY
English,Signage,Culture,Signage; Culture,2017-07-23 16:39:02 EEST,51.34098926,12.38745705,GERMANY
Arabic,Signage,Food,Signage; Food,2017-07-23 16:22:59 EEST,51.34594989,12.39560816,GERMANY
"Arabic,English",Signage,Service,Signage; Service,2017-07-23 16:15:42 EEST,51.34586591,12.3992339,GERMANY
Vietnamese,Signage,,Signage; ,2017-07-23 16:15:23 EEST,51.34582638,12.40070312,GERMANY
English,Sticker,Politico-social,Sticker; Politico-social,2017-07-23 16:09:48 EEST,51.3455615,12.40428895,GERMANY
English,Sticker,Politico-social,Sticker; Politico-social,2017-07-23 16:08:58 EEST,51.34553789,12.40466126,GERMANY
English,Sticker,Culture,Sticker; Culture,2017-07-23 16:08:45 EEST,51.34557111,12.40456193,GERMANY
"Arabic,Chinese,Turkish,French,Vietnamese",Signage,Food,Signage; Food,2017-07-23 16:06:57 EEST,51.34557744,12.40511944,GERMANY
English,Graffiti,Politico-social,Graffiti; Politico-social,2017-07-23 16:05:09 EEST,51.34558585,12.40594387,GERMANY
English,Poster,Service,Poster; Service,2017-07-23 15:56:45 EEST,51.34534386,12.40901557,GERMANY
English,Poster,Service,Poster; Service,2017-07-23 15:43:58 EEST,51.34521482,12.41245509,GERMANY
Japanese,Note,,Note; ,2017-07-23 15:43:43 EEST,51.3452227,12.41232962,GERMANY
Japanese,Note,Service,Note; Service,2017-07-23 15:43:28 EEST,51.34520472,12.41258896,GERMANY
Italian,Sticker,Politico-social,Sticker; Politico-social,2017-07-23 15:42:08 EEST,51.34521193,12.41254094,GERMANY
English,Sticker,Entertainment,Sticker; Entertainment,2017-07-23 15:41:54 EEST,51.34520343,12.41267615,GERMANY
Turkish,Signage,Food,Signage; Food,2017-07-23 14:52:21 EEST,51.34543231,12.40858243,GERMANY
English,Poster,Entertainment,Poster; Entertainment,2017-07-23 15:53:56 EEST,51.3382712,12.3426117,GERMANY
English,Signage,Service,Signage; Service,2017-07-23 16:05:10 EEST,51.3404768,12.3363995,GERMANY
English,Graffiti,,Graffiti; ,2017-07-23 16:29:50 EEST,51.3605938,12.3355122,GERMANY
English,Sticker,Politico-social,Sticker; Politico-social,2017-07-23 16:37:08 EEST,51.361396,12.3394723,GERMANY
Arabic,Graffiti,,Graffiti; ,2017-07-23 16:44:38 EEST,51.3618331,12.3525293,GERMANY
English,Sticker,"Shopping,Service","Sticker; Shopping,Service",2017-07-23 16:49:52 EEST,51.3585041,12.3593321,GERMANY
English,Sticker,Politico-social,Sticker; Politico-social,2017-07-23 17:01:37 EEST,51.346804,12.3563133,GERMANY
English,Signage,Shopping,Signage; Shopping,2017-07-23 17:08:56 EEST,51.3442488,12.3580969,GERMANY
"English,Italian",Signage,Food,Signage; Food,2017-07-23 17:14:04 EEST,51.3445524,12.3647463,GERMANY
English,Sticker,Politico-social,Sticker; Politico-social,2017-07-23 17:53:11 EEST,51.32832851,12.37409058,GERMANY
English,Poster,Entertainment,Poster; Entertainment,2017-07-23 17:57:19 EEST,51.32796118,12.37770997,GERMANY
English,Graffiti,Politico-social,Graffiti; Politico-social,2017-07-23 17:58:52 EEST,51.32709989,12.37917825,GERMANY
Spanish,Signage,Food,Signage; Food,2017-07-23 18:02:37 EEST,51.32614419,12.38172974,GERMANY
English,Signage,Education,Signage; Education,2017-07-23 18:03:22 EEST,51.32610341,12.38123833,GERMANY
English,Signage,Entertainment,Signage; Entertainment,2017-07-23 18:05:59 EEST,51.32606857,12.3792219,GERMANY
English,Billboard,Shopping,Billboard; Shopping,2017-07-23 18:07:27 EEST,51.32515341,12.37893264,GERMANY
Arabic,Signage,Food,Signage; Food,2017-07-23 18:09:08 EEST,51.32461793,12.37850918,GERMANY
Denglish,Poster,Service,Poster; Service,2017-07-23 18:10:12 EEST,51.3241477,12.37828296,GERMANY
Chinese,Signage,Service,Signage; Service,2017-07-23 18:11:06 EEST,51.32431903,12.37783025,GERMANY
English,Poster,Entertainment,Poster; Entertainment,2017-07-23 18:12:22 EEST,51.32425859,12.37612481,GERMANY
English,Sticker,Inspirational,Sticker; Inspirational,2017-07-23 18:15:08 EEST,51.32318659,12.37680899,GERMANY
English,Sticker,Politico-social,Sticker; Politico-social,2017-07-23 18:15:48 EEST,51.3231376,12.37606913,GERMANY
English,Note,Food,Note; Food,2017-07-23 18:18:46 EEST,51.32258025,12.37382747,GERMANY
English,Billboard,Shopping,Billboard; Shopping,2017-07-23 18:21:48 EEST,51.3219099,12.37656718,GERMANY
Italian,Signage,Food,Signage; Food,2017-07-23 18:23:47 EEST,51.32161209,12.37860049,GERMANY
English,Signage,Shopping,Signage; Shopping,2017-07-23 18:25:16 EEST,51.32079537,12.37848829,GERMANY
,Signage,Food,Signage; Food,2017-07-23 18:26:25 EEST,51.32067475,12.37809788,GERMANY
"Italian,English",Signage,Service,Signage; Service,2017-07-23 18:27:26 EEST,51.32054742,12.37772883,GERMANY
English,Signage,Shopping,Signage; Shopping,2017-07-23 18:29:02 EEST,51.3195945,12.37811702,GERMANY
English,Sticker,Politico-social,Sticker; Politico-social,2017-07-23 18:29:59 EEST,51.32127598,12.37665033,GERMANY
Italian,Graffiti,Inspirational,Graffiti; Inspirational,2017-07-23 18:30:31 EEST,51.32118449,12.37670749,GERMANY
English,Signage,Service,Signage; Service,2017-07-23 18:32:35 EEST,51.32051687,12.37525617,GERMANY
English,Signage,Service,Signage; Service,2017-07-23 18:33:27 EEST,51.32051511,12.37463373,GERMANY
"English,Vietnamese",Signage,Service,Signage; Service,2017-07-23 18:34:51 EEST,51.32055438,12.37578934,GERMANY
English,Poster,Entertainment,Poster; Entertainment,2017-07-23 18:37:49 EEST,51.31966967,12.3771592,GERMANY
Latin,Graffiti,Politico-social,Graffiti; Politico-social,2017-07-23 18:39:17 EEST,51.31961867,12.37866802,GERMANY
English,Poster,Entertainment,Poster; Entertainment,2017-07-23 18:39:48 EEST,51.31966603,12.37884379,GERMANY
English,Poster,Service,Poster; Service,2017-07-23 18:44:18 EEST,51.31843323,12.38271286,GERMANY
English,Signage,Culture,Signage; Culture,2017-07-23 18:45:34 EEST,51.31753816,12.38293265,GERMANY
English,Sticker,"Entertainment,Inspirational","Sticker; Entertainment,Inspirational",2017-07-23 18:46:40 EEST,51.3169044,12.38224877,GERMANY
English,Signage,Food,Signage; Food,2017-07-23 18:47:58 EEST,51.31639429,12.38238488,GERMANY
English,Graffiti,"Politico-social,Inspirational","Graffiti; Politico-social,Inspirational",2017-07-23 18:52:58 EEST,51.31551378,12.37825268,GERMANY
Spanish,Signage,Service,Signage; Service,2017-07-23 18:56:34 EEST,51.31488407,12.37697597,GERMANY
English,Poster,Entertainment,Poster; Entertainment,2017-07-23 18:57:21 EEST,51.31496918,12.37645729,GERMANY
English,Poster,Culture,Poster; Culture,2017-07-23 19:03:21 EEST,51.31596621,12.37344819,GERMANY
English,Billboard,Shopping,Billboard; Shopping,2017-07-23 19:06:07 EEST,51.31759146,12.37367199,GERMANY
English,Signage,Shopping,Signage; Shopping,2017-07-23 19:09:03 EEST,51.31851703,12.36968553,GERMANY
English,Signage,Shopping,Signage; Shopping,2017-07-23 19:10:10 EEST,51.32046738,12.37365883,GERMANY
"Denglish,Spanish,Korean,Italian,Arabic,Unknown",Signage,Food,Signage; Food,2017-07-23 19:16:54 EEST,51.31789786,12.37335859,GERMANY
English,Signage,Food,Signage; Food,2017-07-23 19:19:36 EEST,51.31781945,12.37342346,GERMANY
"Arabic,Turkish",Signage,Food,Signage; Food,2017-07-23 19:20:46 EEST,51.31708863,12.37356705,GERMANY
English,Signage,Service,Signage; Service,2017-07-23 19:21:42 EEST,51.31711011,12.37341587,GERMANY
Spanish,Graffiti,Food,Graffiti; Food,2017-07-23 19:23:32 EEST,51.31645823,12.37341519,GERMANY
Denglish,Signage,Service,Signage; Service,2017-07-23 19:25:05 EEST,51.31562697,12.37338421,GERMANY
French,Poster,Shopping,Poster; Shopping,2017-07-23 19:25:34 EEST,51.31534662,12.37327192,GERMANY
English,Sticker,Entertainment,Sticker; Entertainment,2017-07-23 17:53:34 EEST,51.3382869,12.3848201,GERMANY
Arabic,Signage,Food,Signage; Food,2017-07-23 17:55:55 EEST,51.3375365,12.3847501,GERMANY
English,Signage,Food,Signage; Food,2017-07-23 17:56:51 EEST,51.3374064,12.3846054,GERMANY
English,Graffiti,Inspirational,Graffiti; Inspirational,2017-07-23 18:08:49 EEST,51.3310095,12.3804645,GERMANY
Latin,Sticker,Politico-social,Sticker; Politico-social,2017-07-23 18:19:55 EEST,51.3222079,12.3923782,GERMANY
English,Sticker,Politico-social,Sticker; Politico-social,2017-07-23 18:35:14 EEST,51.3148984,12.3884609,GERMANY
English,Graffiti,Politico-social,Graffiti; Politico-social,2017-07-23 18:48:07 EEST,51.3088301,12.3788146,GERMANY
English,Graffiti,Politico-social,Graffiti; Politico-social,2017-07-23 18:51:53 EEST,51.3066897,12.3810478,GERMANY
Russian,Sticker,Entertainment,Sticker; Entertainment,2017-07-23 19:29:16 EEST,51.3058968,12.3736985,GERMANY
English,Sticker,Politico-social,Sticker; Politico-social,2017-07-23 19:29:56 EEST,51.305903,12.3736961,GERMANY
English,Sticker,Politico-social,Sticker; Politico-social,2017-07-23 19:30:25 EEST,51.3059377,12.3738509,GERMANY
English,Poster,Entertainment,Poster; Entertainment,2017-07-23 19:32:29 EEST,51.31293875,12.37334099,GERMANY
English,Graffiti,Politico-social,Graffiti; Politico-social,2017-07-23 19:34:10 EEST,51.31199271,12.37281146,GERMANY
English,Poster,Entertainment,Poster; Entertainment,2017-07-23 19:46:59 EEST,51.28939369,12.36875885,GERMANY
Spanish,Graffiti,Politico-social,Graffiti; Politico-social,2017-07-23 22:35:36 EEST,51.28778697,12.37195336,GERMANY
English,Graffiti,Politico-social,Graffiti; Politico-social,2017-07-23 22:36:08 EEST,51.28765298,12.3719687,GERMANY
English,Sticker,Entertainment,Sticker; Entertainment,2017-07-23 19:45:22 EEST,51.332424,12.3706481,GERMANY
Italian,Sticker,Politico-social,Sticker; Politico-social,2017-07-24 09:43:05 EEST,51.32531147,12.37213701,GERMANY
Italian,Sticker,Politico-social,Sticker; Politico-social,2017-07-24 09:44:14 EEST,51.32533284,12.37164617,GERMANY
English,Signage,Shopping,Signage; Shopping,2017-07-24 09:47:49 EEST,51.32531796,12.36989703,GERMANY
English,Graffiti,Politico-social,Graffiti; Politico-social,2017-07-24 09:49:24 EEST,51.32543445,12.36728188,GERMANY
English,Sticker,Inspirational,Sticker; Inspirational,2017-07-24 09:55:09 EEST,51.32690458,12.36763526,GERMANY
English,Sticker,Politico-social,Sticker; Politico-social,2017-07-24 10:00:52 EEST,51.32976089,12.36667167,GERMANY
French,Signage,"Shopping,Food","Signage; Shopping,Food",2017-07-24 10:04:05 EEST,51.33129101,12.36636255,GERMANY
Italian,Signage,Food,Signage; Food,2017-07-24 10:06:10 EEST,51.33132243,12.36657545,GERMANY
Japanese,,Culture,; Culture,2017-07-21 21:21:28 EEST,51.3372785,12.3719131,GERMANY
Latin,Inscription,,Inscription; ,2017-07-21 21:29:01 EEST,,,GERMANY
English,Inscription,,Inscription; ,2017-07-21 21:31:23 EEST,,,GERMANY
English,Note,Shopping,Note; Shopping,2017-07-21 22:22:13 EEST,51.3374554,12.3733693,GERMANY
Latin,Inscription,,Inscription; ,2017-07-21 22:29:26 EEST,51.3396196,12.3780142,GERMANY
Denglish,Sticker,Entertainment,Sticker; Entertainment,2017-07-21 22:33:53 EEST,51.3396196,12.3780142,GERMANY
English,Signage,Shopping,Signage; Shopping,2017-07-21 22:41:40 EEST,51.3396886,12.378098,GERMANY
English,Sticker,Politico-social,Sticker; Politico-social,2017-07-24 12:17:44 EEST,51.33479684,12.37451029,GERMANY
Italian,Sticker,Politico-social,Sticker; Politico-social,2017-07-24 14:36:14 EEST,51.33238451,12.36246463,GERMANY
French,Sticker,Inspirational,Sticker; Inspirational,2017-07-24 14:37:55 EEST,51.33239687,12.36266211,GERMANY
English,Signage,Service,Signage; Service,2017-07-24 14:39:18 EEST,51.33132473,12.36280594,GERMANY
English,Sticker,Politico-social,Sticker; Politico-social,2017-07-24 14:41:49 EEST,51.33073503,12.36321229,GERMANY
English,Sticker,Politico-social,Sticker; Politico-social,2017-07-24 14:44:22 EEST,51.32966159,12.36348353,GERMANY
"English,Japanese",Poster,Entertainment,Poster; Entertainment,2017-07-24 14:45:45 EEST,51.32722407,12.36446556,GERMANY
English,Signage,Service,Signage; Service,2017-07-24 14:57:08 EEST,51.32349474,12.36560684,GERMANY
English,Sticker,Politico-social,Sticker; Politico-social,2017-07-24 15:00:07 EEST,51.32354042,12.36608494,GERMANY
Italian,Graffiti,Politico-social,Graffiti; Politico-social,2017-07-24 15:04:12 EEST,51.32238845,12.36709513,GERMANY
English,Signage,Service,Signage; Service,2017-07-24 15:05:39 EEST,51.32219799,12.36771673,GERMANY
"English,Unknown",Graffiti,Inspirational,Graffiti; Inspirational,2017-07-24 15:07:27 EEST,51.32202974,12.37292122,GERMANY
English,Sticker,Politico-social,Sticker; Politico-social,2017-07-24 15:10:23 EEST,51.32198511,12.37387676,GERMANY
English,Sticker,Politico-social,Sticker; Politico-social,2017-07-24 15:12:52 EEST,51.32209679,12.37198178,GERMANY
French,Sticker,Inspirational,Sticker; Inspirational,2017-07-24 14:51:01 EEST,51.3318479,12.3743442,GERMANY
English,Sticker,Inspirational,Sticker; Inspirational,2017-07-24 15:04:57 EEST,51.3314879,12.3718833,GERMANY
English,Sticker,Entertainment,Sticker; Entertainment,2017-07-24 15:05:45 EEST,51.3314682,12.3715002,GERMANY
English,Graffiti,Politico-social,Graffiti; Politico-social,2017-07-24 19:41:04 EEST,51.3324151,12.3682747,GERMANY
English,Sticker,Entertainment,Sticker; Entertainment,2017-07-24 19:41:38 EEST,51.3324151,12.3682747,GERMANY
English,Signage,Education,Signage; Education,2017-07-24 19:44:34 EEST,51.3324176,12.3682796,GERMANY
English,Sticker,Politico-social,Sticker; Politico-social,2017-07-24 22:36:31 EEST,51.3220824,12.372779,GERMANY
English,Sticker,,Sticker; ,2017-07-24 22:43:07 EEST,51.3230607,12.3767358,GERMANY
Italian,Sticker,,Sticker; ,2017-07-24 22:43:46 EEST,51.3230064,12.3767021,GERMANY
English,Sticker,Politico-social,Sticker; Politico-social,2017-07-24 22:48:56 EEST,51.325768,12.3769353,GERMANY
Arabic,Signage,Service,Signage; Service,2017-07-25 09:51:49 EEST,51.33441575,12.37506229,GERMANY
English,Sticker,Politico-social,Sticker; Politico-social,2017-07-25 18:46:39 EEST,51.32713378,12.3672916,GERMANY
English,Sticker,Entertainment,Sticker; Entertainment,2017-07-25 23:00:04 EEST,51.3271927,12.3734739,GERMANY
English,Signage,Entertainment,Signage; Entertainment,2017-07-26 19:30:55 EEST,51.32766611,12.33982728,GERMANY
English,Graffiti,Politico-social,Graffiti; Politico-social,2017-07-26 19:43:59 EEST,51.32742296,12.34027834,GERMANY
English,Graffiti,,Graffiti; ,2017-07-26 19:44:29 EEST,51.32713632,12.34071981,GERMANY
English,Graffiti,Politico-social,Graffiti; Politico-social,2017-07-26 19:45:09 EEST,51.32678415,12.34119001,GERMANY
English,Graffiti,,Graffiti; ,2017-07-26 19:42:46 EEST,51.3310666,12.3241788,GERMANY
English,Graffiti,,Graffiti; ,2017-07-26 19:48:19 EEST,51.32853011,12.33292848,GERMANY
English,Graffiti,,Graffiti; ,2017-07-26 19:29:04 EEST,,,GERMANY
English,Graffiti,Inspirational,Graffiti; Inspirational,2017-07-26 19:52:45 EEST,,,GERMANY
English,Graffiti,Inspirational,Graffiti; Inspirational,2017-07-26 20:27:47 EEST,,,GERMANY
English,Poster,Entertainment,Poster; Entertainment,2017-07-26 17:12:46 EEST,,,GERMANY
English,Sticker,Inspirational,Sticker; Inspirational,2017-07-27 14:56:09 EEST,51.3324647,12.3706454,GERMANY
"Arabic,Russian",Poster,Education,Poster; Education,2017-07-27 14:56:47 EEST,51.3323872,12.3702153,GERMANY
English,Sticker,Politico-social,Sticker; Politico-social,2017-07-26 20:31:32 EEST,51.33174624,12.36891552,GERMANY
English,Sticker,Politico-social,Sticker; Politico-social,2017-07-26 20:34:25 EEST,51.33569844,12.36077335,GERMANY
English,Graffiti,Inspirational,Graffiti; Inspirational,2017-07-26 20:31:48 EEST,51.33176602,12.36886085,GERMANY
English,Graffiti,Inspirational,Graffiti; Inspirational,2017-07-26 15:43:25 EEST,51.3292242,12.3632462,GERMANY
English,Signage,Education,Signage; Education,2017-07-26 16:21:41 EEST,51.3292058,12.3422663,GERMANY
English,,Education,; Education,2017-07-26 16:38:49 EEST,51.3293222,12.3433181,GERMANY
Hebrew,Poster,Education,Poster; Education,2017-07-26 16:45:07 EEST,51.3292319,12.3433341,GERMANY
English,Note,,Note; ,2017-07-26 16:55:56 EEST,51.3290519,12.3433641,GERMANY
English,Inscription,Politico-social,Inscription; Politico-social,2017-07-26 17:00:36 EEST,51.3291824,12.3433742,GERMANY
Russian,,,; ,2017-07-26 17:23:49 EEST,51.329345,12.3435019,GERMANY
English,Sticker,,Sticker; ,2017-07-26 17:32:42 EEST,51.3293758,12.343562,GERMANY
English,Poster,Education,Poster; Education,2017-07-26 17:35:30 EEST,51.3293318,12.343551,GERMANY
English,Inscription,,Inscription; ,2017-07-26 17:38:38 EEST,51.3293392,12.343505,GERMANY
English,Signage,Service,Signage; Service,2017-07-26 17:44:06 EEST,51.3291816,12.3432678,GERMANY
English,,"Education,Politico-social,Culture","; Education,Politico-social,Culture",2017-07-26 17:55:50 EEST,51.3287465,12.3438087,GERMANY
English,Sticker,Inspirational,Sticker; Inspirational,2017-07-26 18:06:12 EEST,51.3290947,12.3439746,GERMANY
Denglish,Billboard,Service,Billboard; Service,2017-07-26 20:21:24 EEST,51.3387945,12.3598248,GERMANY
Denglish,Note,,Note; ,2017-07-26 20:24:26 EEST,51.3403638,12.3586168,GERMANY
English,Poster,Shopping,Poster; Shopping,2017-07-27 01:18:21 EEST,51.331172,12.3742861,GERMANY
French,Sticker,Politico-social,Sticker; Politico-social,2017-07-31 16:46:28 EEST,51.33423507,12.3802631,GERMANY
French,,Food,; Food,2017-07-25 21:21:26 EEST,51.32738681,12.37367745,GERMANY